Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Highest MTM(Candle Close),Lowest MTM(Candle Close),Remarks
47,2024-03-13,,09:16:00,73944.93,,,,,2024-03-13,,15:15:00,72684.16,-200.0,,,48.450000000000045,-200.04999999999995,Exit Condition Met For Trade
47.2,2024-03-13,Wednesday,09:38:00,77.25,10,PE,72400.0,Buy,2024-03-13,Wednesday,10:15:00,57.25,-200.0,-25.889967637540455,2024-03-15,,,Stop Loss Hit
48,2024-03-14,,09:16:00,72678.48,,,,,2024-03-14,,15:15:00,73078.32,250.0,,,250.0,-0.05,Exit Condition Met For Trade
48.1,2024-03-14,Thursday,11:36:00,74.25,10,CE,73900.0,Buy,2024-03-14,Thursday,11:43:00,99.25,250.0,33.67003367003367,2024-03-15,,,Target Hit
49,2024-03-15,,09:16:00,72860.45,,,,,2024-03-15,,15:15:00,72593.7,-200.0,,,35.950000000000045,-200.04999999999995,Exit Condition Met For Trade
49.1,2024-03-15,Friday,09:23:00,68.5,10,CE,73400.0,Buy,2024-03-15,Friday,09:35:00,48.5,-200.0,-29.197080291970803,2024-03-15,,,Stop Loss Hit
50,2024-03-18,,09:16:00,72488.8,,,,,2024-03-18,,15:15:00,72758.27,250.0,,,250.0,-0.05,Exit Condition Met For Trade
50.2,2024-03-18,Monday,09:41:00,84.05,10,PE,70800.0,Buy,2024-03-18,Monday,09:46:00,109.05,250.0,29.744199881023203,2024-03-22,,,Target Hit
51,2024-03-19,,09:16:00,72442.53,,,,,2024-03-19,,15:15:00,71994.61,-200.0,,,73.95000000000005,-200.04999999999995,Exit Condition Met For Trade
51.2,2024-03-19,Tuesday,10:22:00,73.65,10,PE,70800.0,Buy,2024-03-19,Tuesday,10:36:00,53.65,-200.00000000000006,-27.15546503733877,2024-03-22,,,Stop Loss Hit
52,2024-03-20,,09:16:00,72201.34,,,,,2024-03-20,,15:15:00,72106.46,250.0,,,250.0,-22.549999999999955,Exit Condition Met For Trade
52.2,2024-03-20,Wednesday,10:12:00,77.5,10,PE,70900.0,Buy,2024-03-20,Wednesday,10:49:00,102.5,250.0,32.25806451612903,2024-03-22,,,Target Hit
53,2024-03-21,,09:16:00,72657.44,,,,,2024-03-21,,15:15:00,72678.26,-200.0,,,0,-200.04999999999995,Exit Condition Met For Trade
53.2,2024-03-21,Thursday,12:11:00,75.4,10,PE,71800.0,Buy,2024-03-21,Thursday,12:12:00,55.4,-200.00000000000006,-26.525198938992048,2024-03-22,,,Stop Loss Hit
54,2024-03-22,,09:16:00,72473.64,,,,,2024-03-22,,15:15:00,72801.59,250.0,,,250.0,-0.05,Exit Condition Met For Trade
54.2,2024-03-22,Friday,09:26:00,79.8,10,PE,72000.0,Buy,2024-03-22,Friday,09:27:00,104.8,250.0,31.328320802005013,2024-03-22,,,Target Hit
55,2024-03-26,,09:16:00,72650.18,,,,,2024-03-26,,15:15:00,72447.32,-200.0,,,0,-200.04999999999995,Exit Condition Met For Trade
55.2,2024-03-26,Tuesday,09:17:00,76.8,10,PE,71300.0,Buy,2024-03-26,Tuesday,09:24:00,56.8,-200.0,-26.041666666666668,2024-03-28,,,Stop Loss Hit
56,2024-03-27,,09:16:00,72671.19,,,,,2024-03-27,,15:15:00,72964.77,-200.0,,,0,-200.04999999999995,Exit Condition Met For Trade
56.1,2024-03-27,Wednesday,10:10:00,72.5,10,CE,73600.0,Buy,2024-03-27,Wednesday,10:31:00,52.5,-200.0,-27.586206896551722,2024-03-28,,,Stop Loss Hit
57,2024-03-28,,09:16:00,73159.76,,,,,2024-03-28,,15:15:00,73414.51,250.0,,,250.0,-0.05,Exit Condition Met For Trade
57.1,2024-03-28,Thursday,09:21:00,80.25,10,CE,73500.0,Buy,2024-03-28,Thursday,09:23:00,105.25,250.0,31.152647975077883,2024-03-28,,,Target Hit
58,2024-04-03,,09:16:00,73638.69,,,,,2024-04-03,,15:15:00,73881.64,250.0,,,250.0,-87.04999999999995,Exit Condition Met For Trade
58.1,2024-04-03,Wednesday,12:18:00,79.95,10,CE,74800.0,Buy,2024-04-03,Wednesday,12:47:00,104.95,250.0,31.269543464665414,2024-04-05,,,Target Hit
59,2024-04-04,,09:16:00,74301.12,,,,,2024-04-04,,15:15:00,74223.09,250.0,,,250.0,-0.05,Exit Condition Met For Trade
59.2,2024-04-04,Thursday,09:31:00,65.6,10,PE,73400.0,Buy,2024-04-04,Thursday,09:32:00,90.6,250.0,38.10975609756098,2024-04-05,,,Target Hit
60,2024-04-05,,09:16:00,74050.88,,,,,2024-04-05,,15:15:00,74274.51,-200.0,,,0,-200.04999999999995,Exit Condition Met For Trade
60.1,2024-04-05,Friday,09:52:00,73.0,10,CE,74700.0,Buy,2024-04-05,Friday,10:01:00,53.0,-200.0,-27.397260273972602,2024-04-05,,,Stop Loss Hit
61,2024-04-08,,09:16:00,74460.96,,,,,2024-04-08,,15:15:00,74776.73,-200.0,,,0,-200.04999999999995,Exit Condition Met For Trade
61.2,2024-04-08,Monday,09:19:00,55.2,10,PE,72400.0,Buy,2024-04-08,Monday,09:37:00,35.2,-200.0,-36.231884057971016,2024-04-12,,,Stop Loss Hit
62,2024-04-12,,09:16:00,74767.81,,,,,2024-04-12,,15:15:00,74241.37,-247.5,,,0,-247.54999999999995,Exit Condition Met For Trade
62.2,2024-04-12,Friday,09:42:00,78.6,10,PE,74300.0,Buy,2024-04-12,Friday,09:43:00,53.85,-247.49999999999994,-31.4885496183206,2024-04-12,,,Stop Loss Hit
63,2024-04-15,,09:16:00,73683.78,,,,,2024-04-15,,15:15:00,73388.38,735.0,,,735.0,-0.049999999999954525,Exit Condition Met For Trade
63.2,2024-04-15,Monday,09:17:00,101.95,10,PE,72300.0,Buy,2024-04-15,Monday,09:18:00,175.45,734.9999999999999,72.09416380578713,2024-04-19,,,Target Hit
64,2024-04-18,,09:16:00,73194.33,,,,,2024-04-18,,15:15:00,72386.49,-200.0,,,44.450000000000045,-200.04999999999995,Exit Condition Met For Trade
64.2,2024-04-18,Thursday,09:44:00,67.45,10,PE,72200.0,Buy,2024-04-18,Thursday,10:02:00,47.45,-200.0,-29.651593773165306,2024-04-19,,,Stop Loss Hit
65,2024-04-19,,09:16:00,71881.99,,,,,2024-04-19,,15:15:00,73131.68,-200.0,,,0,-200.04999999999995,Exit Condition Met For Trade
65.2,2024-04-19,Friday,09:22:00,76.5,10,PE,70900.0,Buy,2024-04-19,Friday,09:23:00,56.5,-200.0,-26.143790849673202,2024-04-19,,,Stop Loss Hit
66,2024-04-25,,09:16:00,73663.75,,,,,2024-04-25,,15:15:00,74361.69,271.5,,,271.5,-0.05,Exit Condition Met For Trade
66.1,2024-04-25,Thursday,09:35:00,71.55,10,CE,74400.0,Buy,2024-04-25,Thursday,09:37:00,98.7,271.50000000000006,37.945492662473804,2024-04-26,,,Target Hit
67,2024-04-26,,09:16:00,74397.62,,,,,2024-04-26,,15:15:00,73732.47,250.0,,,250.0,-172.04999999999995,Exit Condition Met For Trade
