Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Highest MTM(Candle Close),Lowest MTM(Candle Close),Remarks
70,2024-04-05,,09:16:00,74050.88,,,,,2024-04-05,,15:15:00,74274.51,-200.0,,,0,-200.04999999999995,Exit Condition Met For Trade
70.1,2024-04-05,Friday,09:26:00,60.8,10,CE,74700.0,Buy,2024-04-05,Friday,09:39:00,40.8,-200.0,-32.89473684210527,2024-04-05,,,Stop Loss Hit
71,2024-04-08,,09:16:00,74460.96,,,,,2024-04-08,,15:15:00,74776.73,-200.0,,,56.950000000000045,-200.04999999999995,Exit Condition Met For Trade
71.2,2024-04-08,Monday,09:17:00,52.55,10,PE,72400.0,Buy,2024-04-08,Monday,09:39:00,32.55,-200.0,-38.05899143672693,2024-04-12,,,Stop Loss Hit
72,2024-04-12,,09:16:00,74767.81,,,,,2024-04-12,,15:15:00,74241.37,-200.0,,,0,-200.04999999999995,Exit Condition Met For Trade
72.1,2024-04-12,Friday,09:28:00,63.7,10,CE,75200.0,Buy,2024-04-12,Friday,09:36:00,43.7,-200.0,-31.39717425431711,2024-04-12,,,Stop Loss Hit
73,2024-04-15,,09:16:00,73683.78,,,,,2024-04-15,,15:15:00,73388.38,750.0,,,750.0,-0.049999999999954525,Exit Condition Met For Trade
73.2,2024-04-15,Monday,09:17:00,101.95,10,PE,72300.0,Buy,2024-04-15,Monday,09:18:00,176.95,749.9999999999999,73.56547327121136,2024-04-19,,,Target Hit
74,2024-04-16,,09:16:00,72869.88,,,,,2024-04-16,,15:15:00,73008.73,-200.0,,,59.450000000000045,-200.04999999999995,Exit Condition Met For Trade
74.1,2024-04-16,Tuesday,09:19:00,62.55,10,CE,74300.0,Buy,2024-04-16,Tuesday,10:23:00,42.55,-200.0,-31.974420463629098,2024-04-19,,,Stop Loss Hit
75,2024-04-18,,09:16:00,73194.33,,,,,2024-04-18,,15:15:00,72386.49,-200.0,,,350.45000000000005,-200.04999999999995,Exit Condition Met For Trade
75.2,2024-04-18,Thursday,09:40:00,56.2,10,PE,72200.0,Buy,2024-04-18,Thursday,11:06:00,36.2,-200.0,-35.587188612099645,2024-04-19,,,Stop Loss Hit
76,2024-04-19,,09:16:00,71881.99,,,,,2024-04-19,,09:35:00,72051.4,226.5,,,353.45000000000005,-4.0499999999999545,Square Off All Legs due to Stop Loss
76.1,2024-04-19,Friday,09:22:00,61.25,10,CE,72600.0,Buy,2024-04-19,Friday,09:35:00,103.9,426.50000000000006,69.6326530612245,2024-04-19,,,Square Off All Legs due to Stop Loss
