Index,Entry Date,Entry Time,Exit Date,Exit Time,Type,Strike,B/S,Qty,Entry Price,Exit Price,Vix,P/L,Open,High,Low,Close,Prev. Close,Change,% Change
73.1,2024-05-10,9:56:00,2024-05-10,15:15:00,CE,73300.0,Buy,10.0,68.55,0.2,,-683.5,18.2,19.0075,17.995,18.4725,18.2,0.27,1.5
74.0,2024-05-13,9:16:00,2024-05-13,15:15:00,,,,,,,20.24,-231.5,18.4725,21.485,18.4725,20.6,18.4725,2.13,11.52
74.1,2024-05-13,9:17:00,2024-05-13,15:15:00,PE,70800.0,Buy,10.0,82.5,59.35,,-231.5,18.4725,21.485,18.4725,20.6,18.4725,2.13,11.52
75.0,2024-05-15,9:16:00,2024-05-15,15:15:00,,,,,,,20.37,-427.5,20.195,20.6575,19.87,20.2725,20.195,0.08,0.38
75.1,2024-05-15,10:09:00,2024-05-15,15:15:00,PE,71600.0,Buy,10.0,73.8,31.05,,-427.5,20.195,20.6575,19.87,20.2725,20.195,0.08,0.38
76.0,2024-05-16,9:16:00,2024-05-16,15:15:00,,,,,,,20.36,-561.5,20.2725,21.1125,18.965,19.995,20.2725,-0.28,-1.37
76.1,2024-05-16,15:02:00,2024-05-16,15:15:00,CE,74200.0,Buy,10.0,79.45,75.9,,-35.5,20.2725,21.1125,18.965,19.995,20.2725,-0.28,-1.37
76.2,2024-05-16,9:33:00,2024-05-16,15:15:00,PE,72300.0,Buy,10.0,76.5,23.9,,-526.0,20.2725,21.1125,18.965,19.995,20.2725,-0.28,-1.37
77.0,2024-05-17,9:16:00,2024-05-17,15:15:00,,,,,,,20.24,-709.0,19.995,20.3675,18.98,19.7975,19.995,-0.2,-0.99
77.1,2024-05-17,9:59:00,2024-05-17,15:15:00,CE,74300.0,Buy,10.0,71.25,0.35,,-709.0,19.995,20.3675,18.98,19.7975,19.995,-0.2,-0.99
78.0,2024-05-23,9:16:00,2024-05-23,15:15:00,,,,,,,21.71,3378.0,21.4675,24.215,18.84,21.38,21.4675,-0.09,-0.41
78.1,2024-05-23,9:38:00,2024-05-23,15:15:00,CE,75200.0,Buy,10.0,67.35,405.15,,3378.0,21.4675,24.215,18.84,21.38,21.4675,-0.09,-0.41
79.0,2024-05-24,9:16:00,2024-05-24,15:15:00,,,,,,,21.24,-732.5,21.38,21.8975,20.59,21.71,21.38,0.33,1.54
79.1,2024-05-24,9:19:00,2024-05-24,15:15:00,CE,76000.0,Buy,10.0,73.55,0.3,,-732.5,21.38,21.8975,20.59,21.71,21.38,0.33,1.54
80.0,2024-05-27,9:16:00,2024-05-27,15:15:00,,,,,,,22.12,-364.5,21.71,26.195,18.435,23.1925,21.71,1.48,6.83
80.1,2024-05-27,11:57:00,2024-05-27,15:15:00,CE,77500.0,Buy,10.0,82.5,46.05,,-364.5,21.71,26.195,18.435,23.1925,21.71,1.48,6.83
81.0,2024-05-29,9:16:00,2024-05-29,15:15:00,,,,,,,23.87,27.5,24.195,24.7725,23.545,24.175,24.195,-0.02,-0.08
81.1,2024-05-29,10:23:00,2024-05-29,15:15:00,PE,73500.0,Buy,10.0,77.2,79.95,,27.5,24.195,24.7725,23.545,24.175,24.195,-0.02,-0.08
82.0,2024-05-30,9:16:00,2024-05-30,15:15:00,,,,,,,23.79,163.0,24.175,24.52,22.7525,24.175,24.175,0.0,0.0
82.1,2024-05-30,9:37:00,2024-05-30,15:15:00,PE,73100.0,Buy,10.0,71.5,87.8,,163.0,24.175,24.52,22.7525,24.175,24.175,0.0,0.0
83.0,2024-05-31,9:16:00,2024-05-31,15:15:00,,,,,,,23.68,-673.0,24.175,24.81,22.5975,24.6025,24.175,0.43,1.77
83.1,2024-05-31,9:23:00,2024-05-31,15:15:00,CE,75100.0,Buy,10.0,67.5,0.2,,-673.0,24.175,24.81,22.5975,24.6025,24.175,0.43,1.77
84.0,2024-06-03,9:16:00,2024-06-03,15:15:00,,,,,,,20.41,405.0,24.6025,24.6025,19.115,20.9375,24.6025,-3.66,-14.9
84.1,2024-06-03,13:32:00,2024-06-03,15:15:00,CE,81000.0,Buy,10.0,121.95,162.45,,405.0,24.6025,24.6025,19.115,20.9375,24.6025,-3.66,-14.9
85.0,2024-06-04,9:16:00,2024-06-04,15:15:00,,,,,,,19.23,3500.0,20.9375,31.71,18.8025,26.7475,20.9375,5.81,27.75
85.1,2024-06-04,9:21:00,2024-06-04,9:23:00,PE,73500.0,Buy,10.0,405.4,755.4,,3500.0,20.9375,31.71,18.8025,26.7475,20.9375,5.81,27.75
86.0,2024-06-05,9:16:00,2024-06-05,9:28:00,,,,,,,25.05,-1098.5,26.7475,26.925,18.6575,18.885,26.7475,-7.86,-29.4
86.1,2024-06-05,9:17:00,2024-06-05,9:28:00,CE,78000.0,Buy,10.0,52.5,17.65,,-348.5,26.7475,26.925,18.6575,18.885,26.7475,-7.86,-29.4
86.2,2024-06-05,9:25:00,2024-06-05,9:28:00,PE,70000.0,Buy,10.0,435.0,360.0,,-750.0,26.7475,26.925,18.6575,18.885,26.7475,-7.86,-29.4
87.0,2024-06-07,9:16:00,2024-06-07,15:15:00,,,,,,,16.89,3500.0,16.8,17.145,16.3725,16.8825,16.8,0.08,0.49
87.1,2024-06-07,9:21:00,2024-06-07,11:36:00,CE,75900.0,Buy,10.0,77.95,427.95,,3500.0,16.8,17.145,16.3725,16.8825,16.8,0.08,0.49
88.0,2024-06-14,9:16:00,2024-06-14,15:15:00,,,,,,,13.37,-750.0,13.4875,13.4875,12.655,12.8225,13.4875,-0.67,-4.93
88.1,2024-06-14,9:22:00,2024-06-14,13:02:00,PE,76400.0,Buy,10.0,80.3,5.3,,-750.0,13.4875,13.4875,12.655,12.8225,13.4875,-0.67,-4.93
89.0,2024-06-19,9:16:00,2024-06-19,15:15:00,,,,,,,12.87,-446.0,12.965,13.815,11.63,13.7125,12.965,0.75,5.77
89.1,2024-06-19,14:33:00,2024-06-19,15:15:00,CE,78500.0,Buy,10.0,70.9,43.95,,-269.5,12.965,13.815,11.63,13.7125,12.965,0.75,5.77
89.2,2024-06-19,10:16:00,2024-06-19,15:15:00,PE,76100.0,Buy,10.0,71.1,53.45,,-176.5,12.965,13.815,11.63,13.7125,12.965,0.75,5.77
90.0,2024-06-20,9:16:00,2024-06-20,15:15:00,,,,,,,13.7,-644.0,13.7125,14.06,13.1025,13.345,13.7125,-0.37,-2.68
90.1,2024-06-20,9:23:00,2024-06-20,15:15:00,PE,76300.0,Buy,10.0,82.05,17.65,,-644.0,13.7125,14.06,13.1025,13.345,13.7125,-0.37,-2.68
91.0,2024-06-21,9:16:00,2024-06-21,15:15:00,,,,,,,13.37,-750.0,13.345,13.59,12.475,13.18,13.345,-0.17,-1.24
91.1,2024-06-21,10:46:00,2024-06-21,14:55:00,PE,76800.0,Buy,10.0,80.1,5.1,,-750.0,13.345,13.59,12.475,13.18,13.345,-0.17,-1.24
92.0,2024-06-25,9:16:00,2024-06-25,15:15:00,,,,,,,14.05,269.5,14.0575,14.455,13.8425,14.3125,14.0575,0.26,1.81
92.1,2024-06-25,12:43:00,2024-06-25,15:15:00,CE,78900.0,Buy,10.0,72.0,98.95,,269.5,14.0575,14.455,13.8425,14.3125,14.0575,0.26,1.81
93.0,2024-06-26,9:16:00,2024-06-26,15:15:00,,,,,,,14.31,626.5,14.3125,14.5475,13.985,14.045,14.3125,-0.27,-1.87
93.1,2024-06-26,10:54:00,2024-06-26,15:15:00,CE,79300.0,Buy,10.0,72.0,134.65,,626.5,14.3125,14.5475,13.985,14.045,14.3125,-0.27,-1.87
94.0,2024-06-27,9:16:00,2024-06-27,15:15:00,,,,,,,14.04,168.0,14.045,14.61,13.915,14.1525,14.045,0.11,0.77
94.1,2024-06-27,10:03:00,2024-06-27,15:15:00,CE,79800.0,Buy,10.0,74.1,90.9,,168.0,14.045,14.61,13.915,14.1525,14.045,0.11,0.77
95.0,2024-07-01,9:16:00,2024-07-01,15:15:00,,,,,,,13.8,-314.0,13.8025,14.2275,13.7925,13.83,13.8025,0.03,0.2
95.1,2024-07-01,9:42:00,2024-07-01,15:15:00,CE,81200.0,Buy,10.0,76.65,45.25,,-314.0,13.8025,14.2275,13.7925,13.83,13.8025,0.03,0.2
96.0,2024-07-03,9:16:00,2024-07-03,15:15:00,,,,,,,13.64,-234.5,13.64,13.715,12.87,13.205,13.64,-0.44,-3.19
96.1,2024-07-03,9:52:00,2024-07-03,15:15:00,CE,81000.0,Buy,10.0,77.85,54.4,,-234.5,13.64,13.715,12.87,13.205,13.64,-0.44,-3.19
97.0,2024-07-05,9:16:00,2024-07-05,15:15:00,,,,,,,12.73,-692.0,12.855,12.99,12.08,12.695,12.855,-0.16,-1.24
97.1,2024-07-05,9:18:00,2024-07-05,15:15:00,PE,79100.0,Buy,10.0,69.6,0.4,,-692.0,12.855,12.99,12.08,12.695,12.855,-0.16,-1.24
98.0,2024-07-10,9:16:00,2024-07-10,15:15:00,,,,,,,14.28,-37.5,14.28,14.915,13.4075,14.4325,14.28,0.15,1.07
98.1,2024-07-10,10:21:00,2024-07-10,15:15:00,PE,79000.0,Buy,10.0,67.55,63.8,,-37.5,14.28,14.915,13.4075,14.4325,14.28,0.15,1.07
99.0,2024-07-11,9:16:00,2024-07-11,15:15:00,,,,,,,14.43,-395.5,14.4325,14.4325,12.68,13.995,14.4325,-0.44,-3.03
99.1,2024-07-11,9:33:00,2024-07-11,15:15:00,PE,79100.0,Buy,10.0,69.0,29.45,,-395.5,14.4325,14.4325,12.68,13.995,14.4325,-0.44,-3.03
100.0,2024-07-12,9:16:00,2024-07-12,10:56:00,,,,,,,13.92,3281.0,13.995,14.0525,13.2225,13.725,13.995,-0.27,-1.93
100.1,2024-07-12,9:27:00,2024-07-12,10:56:00,CE,80500.0,Buy,10.0,82.35,432.35,,3500.0,13.995,14.0525,13.2225,13.725,13.995,-0.27,-1.93
100.2,2024-07-12,9:20:00,2024-07-12,10:56:00,PE,79500.0,Buy,10.0,77.25,55.35,,-219.0,13.995,14.0525,13.2225,13.725,13.995,-0.27,-1.93
101.0,2024-07-15,9:16:00,2024-07-15,15:15:00,,,,,,,14.24,-283.0,13.725,14.34,13.5675,14.1875,13.725,0.46,3.37
101.1,2024-07-15,9:17:00,2024-07-15,15:15:00,CE,82100.0,Buy,10.0,78.4,50.1,,-283.0,13.725,14.34,13.5675,14.1875,13.725,0.46,3.37
102.0,2024-07-18,9:16:00,2024-07-18,15:15:00,,,,,,,13.95,1432.5,14.2225,14.71,13.75,14.51,14.2225,0.29,2.02
102.1,2024-07-18,9:46:00,2024-07-18,15:15:00,CE,81500.0,Buy,10.0,69.9,213.15,,1432.5,14.2225,14.71,13.75,14.51,14.2225,0.29,2.02
103.0,2024-07-22,9:16:00,2024-07-22,15:15:00,,,,,,,15.29,29.5,14.825,15.625,13.115,15.4375,14.825,0.61,4.13
103.1,2024-07-22,9:31:00,2024-07-22,15:15:00,PE,77500.0,Buy,10.0,86.55,89.5,,29.5,14.825,15.625,13.115,15.4375,14.825,0.61,4.13
104.0,2024-07-23,9:16:00,2024-07-23,13:59:00,,,,,,,15.78,-1361.5,15.4375,16.065,12.5925,12.7475,15.4375,-2.69,-17.43
104.1,2024-07-23,11:09:00,2024-07-23,13:59:00,CE,83800.0,Buy,10.0,73.65,12.55,,-611.0,15.4375,16.065,12.5925,12.7475,15.4375,-2.69,-17.43
104.2,2024-07-23,12:19:00,2024-07-23,13:59:00,PE,77000.0,Buy,10.0,93.75,18.7,,-750.5,15.4375,16.065,12.5925,12.7475,15.4375,-2.69,-17.43
105.0,2024-07-24,9:16:00,2024-07-24,15:15:00,,,,,,,12.7,-433.5,12.7475,14.0375,11.6175,11.7625,12.7475,-0.99,-7.73
105.1,2024-07-24,12:16:00,2024-07-24,15:15:00,PE,78600.0,Buy,10.0,73.45,30.1,,-433.5,12.7475,14.0375,11.6175,11.7625,12.7475,-0.99,-7.73
106.0,2024-07-25,9:16:00,2024-07-25,15:15:00,,,,,,,11.92,-190.5,11.7625,13.2175,11.275,12.6175,11.7625,0.86,7.27
106.1,2024-07-25,14:10:00,2024-07-25,15:15:00,CE,80700.0,Buy,10.0,75.5,56.45,,-190.5,11.7625,13.2175,11.275,12.6175,11.7625,0.86,7.27
107.0,2024-07-26,9:16:00,2024-07-26,15:15:00,,,,,,,12.55,3500.0,12.6175,13.135,11.9775,12.2475,12.6175,-0.37,-2.93
107.1,2024-07-26,9:37:00,2024-07-26,13:10:00,CE,80700.0,Buy,10.0,77.8,427.8,,3500.0,12.6175,13.135,11.9775,12.2475,12.6175,-0.37,-2.93
108.0,2024-08-02,9:16:00,2024-08-02,15:15:00,,,,,,,13.42,-713.5,12.93,14.51,11.6925,14.32,12.93,1.39,10.75
108.1,2024-08-02,9:28:00,2024-08-02,15:15:00,CE,81900.0,Buy,10.0,71.55,0.2,,-713.5,12.93,14.51,11.6925,14.32,12.93,1.39,10.75
109.0,2024-08-05,9:16:00,2024-08-05,15:15:00,,,,,,,15.72,3500.0,14.32,23.1525,13.9075,20.3675,14.32,6.05,42.23
109.1,2024-08-05,9:17:00,2024-08-05,11:21:00,PE,77000.0,Buy,10.0,121.6,471.6,,3500.0,14.32,23.1525,13.9075,20.3675,14.32,6.05,42.23
110.0,2024-08-07,9:16:00,2024-08-07,15:15:00,,,,,,,15.96,-211.0,18.7425,18.7425,13.7225,16.17,18.7425,-2.57,-13.73
110.1,2024-08-07,9:21:00,2024-08-07,15:15:00,PE,77700.0,Buy,10.0,71.95,50.85,,-211.0,18.7425,18.7425,13.7225,16.17,18.7425,-2.57,-13.73
111.0,2024-08-08,9:16:00,2024-08-08,15:15:00,,,,,,,15.25,-315.0,16.17,17.23,14.38,16.6025,16.17,0.43,2.67
111.1,2024-08-08,9:36:00,2024-08-08,15:15:00,PE,77800.0,Buy,10.0,77.7,46.2,,-315.0,16.17,17.23,14.38,16.6025,16.17,0.43,2.67
112.0,2024-08-12,9:16:00,2024-08-12,15:15:00,,,,,,,15.33,-694.5,15.335,16.5575,13.395,15.8675,15.335,0.53,3.47
112.1,2024-08-12,11:00:00,2024-08-12,15:15:00,CE,81500.0,Buy,10.0,60.1,34.95,,-251.5,15.335,16.5575,13.395,15.8675,15.335,0.53,3.47
112.2,2024-08-12,9:20:00,2024-08-12,15:15:00,PE,77000.0,Buy,10.0,84.2,39.9,,-443.0,15.335,16.5575,13.395,15.8675,15.335,0.53,3.47
113.0,2024-08-13,9:16:00,2024-08-13,15:15:00,,,,,,,14.81,-73.0,15.8675,16.375,14.2225,16.1675,15.8675,0.3,1.89
113.1,2024-08-13,14:08:00,2024-08-13,15:15:00,PE,77500.0,Buy,10.0,68.2,60.9,,-73.0,15.8675,16.375,14.2225,16.1675,15.8675,0.3,1.89
114.0,2024-08-16,9:16:00,2024-08-16,15:15:00,,,,,,,15.17,1009.0,15.435,15.435,12.95,14.4025,15.435,-1.03,-6.69
114.1,2024-08-16,9:21:00,2024-08-16,15:15:00,CE,80200.0,Buy,10.0,77.85,250.35,,1725.0,15.435,15.435,12.95,14.4025,15.435,-1.03,-6.69
114.2,2024-08-16,9:38:00,2024-08-16,15:15:00,PE,79300.0,Buy,10.0,71.85,0.25,,-716.0,15.435,15.435,12.95,14.4025,15.435,-1.03,-6.69
115.0,2024-08-20,9:16:00,2024-08-20,15:15:00,,,,,,,13.02,-310.5,14.315,14.315,11.425,13.82,14.315,-0.49,-3.46
115.1,2024-08-20,10:18:00,2024-08-20,15:15:00,CE,82000.0,Buy,10.0,69.05,38.0,,-310.5,14.315,14.315,11.425,13.82,14.315,-0.49,-3.46
116.0,2024-08-26,9:16:00,2024-08-26,15:15:00,,,,,,,13.86,-305.5,13.5525,13.9925,12.01,13.795,13.5525,0.24,1.79
116.1,2024-08-26,10:19:00,2024-08-26,15:15:00,CE,83000.0,Buy,10.0,75.3,44.75,,-305.5,13.5525,13.9925,12.01,13.795,13.5525,0.24,1.79
117.0,2024-08-28,9:16:00,2024-08-28,15:15:00,,,,,,,13.69,-310.0,13.6325,14.085,12.035,13.95,13.6325,0.32,2.33
117.1,2024-08-28,11:34:00,2024-08-28,15:15:00,CE,82700.0,Buy,10.0,70.3,39.3,,-310.0,13.6325,14.085,12.035,13.95,13.6325,0.32,2.33
118.0,2024-08-29,9:16:00,2024-08-29,15:15:00,,,,,,,13.96,405.0,13.95,14.135,12.4825,13.7875,13.95,-0.16,-1.16
118.1,2024-08-29,9:42:00,2024-08-29,15:15:00,CE,82400.0,Buy,10.0,76.8,117.3,,405.0,13.95,14.135,12.4825,13.7875,13.95,-0.16,-1.16
119.0,2024-08-30,9:16:00,2024-08-30,15:15:00,,,,,,,13.26,-750.0,13.7875,13.905,12.54,13.3925,13.7875,-0.39,-2.86
119.1,2024-08-30,9:33:00,2024-08-30,14:58:00,PE,81900.0,Buy,10.0,76.65,1.65,,-750.0,13.7875,13.905,12.54,13.3925,13.7875,-0.39,-2.86
120.0,2024-09-04,9:16:00,2024-09-04,15:15:00,,,,,,,14.12,-101.0,13.8425,14.555,12.805,14.3775,13.8425,0.54,3.86
120.1,2024-09-04,13:21:00,2024-09-04,15:15:00,CE,83100.0,Buy,10.0,73.9,63.8,,-101.0,13.8425,14.555,12.805,14.3775,13.8425,0.54,3.86
121.0,2024-09-05,9:16:00,2024-09-05,15:15:00,,,,,,,13.95,-293.5,14.3775,14.3775,13.335,14.2075,14.3775,-0.17,-1.18
121.1,2024-09-05,10:33:00,2024-09-05,15:15:00,PE,81600.0,Buy,10.0,68.0,38.65,,-293.5,14.3775,14.3775,13.335,14.2075,14.3775,-0.17,-1.18
122.0,2024-09-06,9:16:00,2024-09-06,10:08:00,,,,,,,12.96,2956.0,14.2075,15.6725,12.3525,15.2175,14.2075,1.01,7.11
122.1,2024-09-06,9:29:00,2024-09-06,10:08:00,CE,82400.0,Buy,10.0,88.1,33.7,,-544.0,14.2075,15.6725,12.3525,15.2175,14.2075,1.01,7.11
122.2,2024-09-06,9:26:00,2024-09-06,10:08:00,PE,81700.0,Buy,10.0,81.15,431.15,,3500.0,14.2075,15.6725,12.3525,15.2175,14.2075,1.01,7.11
123.0,2024-09-10,9:16:00,2024-09-10,15:15:00,,,,,,,12.29,-742.5,14.2375,14.2375,12.1675,13.36,14.2375,-0.88,-6.16
123.1,2024-09-10,13:11:00,2024-09-10,15:15:00,CE,83000.0,Buy,10.0,69.0,36.9,,-321.0,14.2375,14.2375,12.1675,13.36,14.2375,-0.88,-6.16
123.2,2024-09-10,9:55:00,2024-09-10,15:15:00,PE,80300.0,Buy,10.0,70.65,28.5,,-421.5,14.2375,14.2375,12.1675,13.36,14.2375,-0.88,-6.16
124.0,2024-09-11,9:16:00,2024-09-11,15:15:00,,,,,,,12.38,-222.0,13.36,13.765,11.325,13.6275,13.36,0.27,2.0
124.1,2024-09-11,9:42:00,2024-09-11,15:15:00,CE,82700.0,Buy,10.0,66.05,35.75,,-303.0,13.36,13.765,11.325,13.6275,13.36,0.27,2.0
124.2,2024-09-11,14:16:00,2024-09-11,15:15:00,PE,80600.0,Buy,10.0,71.0,79.1,,81.0,13.36,13.765,11.325,13.6275,13.36,0.27,2.0
125.0,2024-09-12,9:16:00,2024-09-12,15:03:00,,,,,,,11.84,3012.5,13.6275,13.6275,11.14,13.1825,13.6275,-0.45,-3.27
125.1,2024-09-12,14:06:00,2024-09-12,15:03:00,CE,82700.0,Buy,10.0,73.2,423.2,,3500.0,13.6275,13.6275,11.14,13.1825,13.6275,-0.45,-3.27
125.2,2024-09-12,10:00:00,2024-09-12,15:03:00,PE,81000.0,Buy,10.0,70.3,21.55,,-487.5,13.6275,13.6275,11.14,13.1825,13.6275,-0.45,-3.27
126.0,2024-09-18,9:16:00,2024-09-18,15:15:00,,,,,,,12.73,335.0,12.59,13.8475,12.26,13.3725,12.59,0.78,6.22
126.1,2024-09-18,9:43:00,2024-09-18,15:15:00,CE,84300.0,Buy,10.0,64.9,87.35,,224.5,12.59,13.8475,12.26,13.3725,12.59,0.78,6.22
126.2,2024-09-18,13:05:00,2024-09-18,15:15:00,PE,81500.0,Buy,10.0,73.9,84.95,,110.5,12.59,13.8475,12.26,13.3725,12.59,0.78,6.22
127.0,2024-09-19,9:16:00,2024-09-19,15:15:00,,,,,,,12.36,-498.0,13.3725,13.3725,12.1,12.47,13.3725,-0.9,-6.75
127.1,2024-09-19,11:32:00,2024-09-19,15:15:00,PE,82300.0,Buy,10.0,75.5,25.7,,-498.0,13.3725,13.3725,12.1,12.47,13.3725,-0.9,-6.75
128.0,2024-09-20,9:16:00,2024-09-20,12:42:00,,,,,,,12.38,788.0,12.47,13.11,10.9025,12.79,12.47,0.32,2.57
128.1,2024-09-20,9:52:00,2024-09-20,12:42:00,CE,84100.0,Buy,10.0,84.4,238.2,,1538.0,12.47,13.11,10.9025,12.79,12.47,0.32,2.57
128.2,2024-09-20,9:20:00,2024-09-20,12:42:00,PE,82900.0,Buy,10.0,79.0,4.0,,-750.0,12.47,13.11,10.9025,12.79,12.47,0.32,2.57
129.0,2024-09-23,9:16:00,2024-09-23,15:15:00,,,,,,,13.27,-319.0,12.79,14.03,12.4275,13.785,12.79,1.0,7.78
129.1,2024-09-23,9:17:00,2024-09-23,15:15:00,CE,86500.0,Buy,10.0,87.9,56.0,,-319.0,12.79,14.03,12.4275,13.785,12.79,1.0,7.78
130.0,2024-09-24,9:16:00,2024-09-24,15:15:00,,,,,,,14.01,-478.0,13.785,14.105,12.7425,13.3925,13.785,-0.39,-2.85
130.1,2024-09-24,9:17:00,2024-09-24,15:15:00,PE,82100.0,Buy,10.0,73.45,25.65,,-478.0,13.785,14.105,12.7425,13.3925,13.785,-0.39,-2.85
131.0,2024-09-26,9:16:00,2024-09-26,15:15:00,,,,,,,12.62,300.5,12.7425,12.7425,11.3525,12.0025,12.7425,-0.74,-5.81
131.1,2024-09-26,12:21:00,2024-09-26,15:15:00,CE,86300.0,Buy,10.0,74.0,104.05,,300.5,12.7425,12.7425,11.3525,12.0025,12.7425,-0.74,-5.81
132.0,2024-09-30,9:16:00,2024-09-30,15:15:00,,,,,,,12.66,300.0,11.9625,13.2375,11.6,12.7875,11.9625,0.82,6.9
132.1,2024-09-30,9:49:00,2024-09-30,15:15:00,PE,83000.0,Buy,10.0,60.0,90.0,,300.0,11.9625,13.2375,11.6,12.7875,11.9625,0.82,6.9
133.0,2024-10-01,9:16:00,2024-10-01,15:15:00,,,,,,,12.6,-314.0,12.7875,12.7875,11.7125,11.9875,12.7875,-0.8,-6.26
133.1,2024-10-01,10:20:00,2024-10-01,15:15:00,PE,83000.0,Buy,10.0,80.85,49.45,,-314.0,12.7875,12.7875,11.7125,11.9875,12.7875,-0.8,-6.26
134.0,2024-10-03,9:16:00,2024-10-03,15:15:00,,,,,,,13.02,-955.5,11.9875,13.9275,11.685,13.17,11.9875,1.18,9.86
134.1,2024-10-03,9:30:00,2024-10-03,15:15:00,CE,84700.0,Buy,10.0,82.35,8.2,,-741.5,11.9875,13.9275,11.685,13.17,11.9875,1.18,9.86
134.2,2024-10-03,9:17:00,2024-10-03,15:15:00,PE,81600.0,Buy,10.0,82.3,60.9,,-214.0,11.9875,13.9275,11.685,13.17,11.9875,1.18,9.86
135.0,2024-10-04,9:16:00,2024-10-04,15:15:00,,,,,,,12.98,-1443.5,13.17,14.48,12.285,14.1275,13.17,0.96,7.27
135.1,2024-10-04,10:45:00,2024-10-04,15:15:00,CE,83300.0,Buy,10.0,73.35,0.25,,-731.0,13.17,14.48,12.285,14.1275,13.17,0.96,7.27
135.2,2024-10-04,9:17:00,2024-10-04,15:15:00,PE,81600.0,Buy,10.0,71.6,0.35,,-712.5,13.17,14.48,12.285,14.1275,13.17,0.96,7.27
136.0,2024-10-14,9:16:00,2024-10-14,15:15:00,,,,,,,13.73,-424.5,13.22,13.735,12.915,12.995,13.22,-0.23,-1.7
136.1,2024-10-14,9:18:00,2024-10-14,15:15:00,PE,79500.0,Buy,10.0,66.35,23.9,,-424.5,13.22,13.735,12.915,12.995,13.22,-0.23,-1.7
137.0,2024-10-15,9:16:00,2024-10-15,15:15:00,,,,,,,12.89,8.0,12.995,13.3625,10.9225,13.0025,12.995,0.01,0.06
137.1,2024-10-15,9:50:00,2024-10-15,15:15:00,PE,80700.0,Buy,10.0,81.5,82.3,,8.0,12.995,13.3625,10.9225,13.0025,12.995,0.01,0.06
138.0,2024-10-16,9:16:00,2024-10-16,15:15:00,,,,,,,13.1,-466.5,13.0025,13.56,11.435,13.0525,13.0025,0.05,0.38
138.1,2024-10-16,9:50:00,2024-10-16,15:15:00,CE,83000.0,Buy,10.0,73.5,26.85,,-466.5,13.0025,13.56,11.435,13.0525,13.0025,0.05,0.38
139.0,2024-10-17,9:16:00,2024-10-17,15:15:00,,,,,,,13.07,188.0,13.0525,13.465,11.0625,13.3875,13.0525,0.33,2.57
139.1,2024-10-17,9:22:00,2024-10-17,15:15:00,PE,80700.0,Buy,10.0,80.2,99.0,,188.0,13.0525,13.465,11.0625,13.3875,13.0525,0.33,2.57
140.0,2024-10-18,9:16:00,2024-10-18,14:38:00,,,,,,,13.67,-1484.5,13.3875,14.06,12.8675,13.0375,13.3875,-0.35,-2.61
140.1,2024-10-18,10:34:00,2024-10-18,14:38:00,CE,81400.0,Buy,10.0,81.9,6.9,,-750.0,13.3875,14.06,12.8675,13.0375,13.3875,-0.35,-2.61
140.2,2024-10-18,9:17:00,2024-10-18,14:38:00,PE,80200.0,Buy,10.0,74.5,1.05,,-734.5,13.3875,14.06,12.8675,13.0375,13.3875,-0.35,-2.61
141.0,2024-10-21,9:16:00,2024-10-21,15:15:00,,,,,,,13.45,-241.0,13.0375,14.195,12.5525,13.7625,13.0375,0.72,5.56
141.1,2024-10-21,9:36:00,2024-10-21,15:15:00,PE,79300.0,Buy,10.0,82.5,58.4,,-241.0,13.0375,14.195,12.5525,13.7625,13.0375,0.72,5.56
142.0,2024-10-22,9:16:00,2024-10-22,15:15:00,,,,,,,14.0,647.5,13.7625,14.515,9.47,14.395,13.7625,0.63,4.6
142.1,2024-10-22,10:29:00,2024-10-22,15:15:00,PE,79200.0,Buy,10.0,74.3,139.05,,647.5,13.7625,14.515,9.47,14.395,13.7625,0.63,4.6
143.0,2024-10-23,9:16:00,2024-10-23,15:15:00,,,,,,,14.39,-385.5,14.395,15.0325,11.74,14.6225,14.395,0.23,1.58
143.1,2024-10-23,9:40:00,2024-10-23,15:15:00,PE,78400.0,Buy,10.0,72.3,33.75,,-385.5,14.395,15.0325,11.74,14.6225,14.395,0.23,1.58
144.0,2024-10-24,9:16:00,2024-10-24,15:15:00,,,,,,,14.72,-533.5,14.6225,14.8975,12.695,13.97,14.6225,-0.65,-4.46
144.1,2024-10-24,9:41:00,2024-10-24,15:15:00,PE,78900.0,Buy,10.0,67.5,14.15,,-533.5,14.6225,14.8975,12.695,13.97,14.6225,-0.65,-4.46
145.0,2024-10-25,9:16:00,2024-10-25,15:15:00,,,,,,,14.01,-1112.0,13.97,15.08,13.35,14.6325,13.97,0.66,4.74
145.1,2024-10-25,9:19:00,2024-10-25,15:15:00,CE,80800.0,Buy,10.0,70.45,0.15,,-703.0,13.97,15.08,13.35,14.6325,13.97,0.66,4.74
145.2,2024-10-25,9:32:00,2024-10-25,15:15:00,PE,79400.0,Buy,10.0,67.9,27.0,,-409.0,13.97,15.08,13.35,14.6325,13.97,0.66,4.74
146.0,2024-10-28,9:16:00,2024-10-28,15:15:00,,,,,,,14.86,-679.5,14.6325,15.4775,13.535,14.29,14.6325,-0.34,-2.34
146.1,2024-10-28,9:17:00,2024-10-28,15:15:00,PE,77000.0,Buy,10.0,84.9,16.95,,-679.5,14.6325,15.4775,13.535,14.29,14.6325,-0.34,-2.34
