,high,low,open,close,year,month,day,hour,minute
2015-05-19,8364.05,8343.45,8356.2,8355.75,2015,5,19,9,15
2015-05-20,8420.45,8392.65,8392.65,8420.4,2015,5,20,9,15
2015-05-21,8436.7,8409.7,8434.5,8429.95,2015,5,21,9,15
2015-05-22,8439.85,8420.9,8432.5,8424.6,2015,5,22,9,15
2015-05-25,8438.15,8419.3,8438.15,8429.3,2015,5,25,9,15
2015-05-26,8378.45,8360.65,8377.65,8374.4,2015,5,26,9,15
2015-05-27,8302.75,8282.3,8302.75,8293.0,2015,5,27,9,15
2015-05-28,8362.85,8345.2,8345.7,8361.9,2015,5,28,9,15
2015-05-29,8327.1,8306.7,8327.1,8322.35,2015,5,29,9,15
2015-06-01,8448.75,8406.25,8417.25,8442.75,2015,6,1,9,15
2015-06-02,8442.8,8418.3,8442.8,8426.2,2015,6,2,9,15
2015-06-03,8234.4,8198.0,8232.45,8212.15,2015,6,3,9,15
2015-06-04,8158.6,8116.5,8155.15,8135.2,2015,6,4,9,15
2015-06-05,8121.85,8103.7,8119.15,8110.95,2015,6,5,9,15
2015-06-08,8129.15,8102.05,8124.35,8108.9,2015,6,8,9,15
2015-06-09,8035.95,8016.5,8026.5,8032.9,2015,6,9,9,15
2015-06-10,8085.35,8024.15,8024.15,8077.65,2015,6,10,9,15
2015-06-11,8161.65,8145.6,8157.3,8153.25,2015,6,11,9,15
2015-06-12,7963.2,7941.2,7959.85,7957.4,2015,6,12,9,15
2015-06-15,7987.1,7945.55,7986.6,7971.9,2015,6,15,9,15
2015-06-16,8009.4,7985.85,8004.2,7998.05,2015,6,16,9,15
2015-06-17,8092.25,8079.8,8084.2,8084.55,2015,6,17,9,15
2015-06-18,8126.25,8103.6,8113.7,8126.25,2015,6,18,9,15
2015-06-19,8211.6,8200.1,8201.15,8207.45,2015,6,19,9,15
2015-06-22,8277.5,8259.3,8259.3,8268.1,2015,6,22,9,15
2015-06-23,8383.4,8335.75,8377.45,8338.85,2015,6,23,9,15
2015-06-24,8399.7,8376.25,8399.4,8389.25,2015,6,24,9,15
2015-06-25,8357.0,8330.3,8336.25,8349.1,2015,6,25,9,15
2015-06-26,8408.35,8390.65,8393.95,8398.25,2015,6,26,9,15
2015-06-29,8247.05,8218.1,8247.05,8221.1,2015,6,29,9,15
2015-06-30,8351.75,8316.35,8316.35,8351.75,2015,6,30,9,15
2015-07-01,8388.4,8370.15,8376.25,8388.25,2015,7,1,9,15
2015-07-02,8477.1,8446.55,8471.95,8458.55,2015,7,2,9,15
2015-07-03,8452.5,8424.5,8440.1,8446.05,2015,7,3,9,15
2015-07-06,8432.5,8386.15,8386.15,8431.85,2015,7,6,9,15
2015-07-07,8551.55,8525.5,8525.5,8540.35,2015,7,7,9,15
2015-07-08,8439.2,8418.0,8439.2,8425.05,2015,7,8,9,15
2015-07-09,8400.0,8364.85,8364.85,8389.0,2015,7,9,9,15
2015-07-10,8375.6,8353.55,8365.7,8363.8,2015,7,10,9,15
2015-07-13,8403.65,8373.4,8397.25,8373.65,2015,7,13,9,15
2015-07-14,8470.6,8442.3,8470.6,8449.0,2015,7,14,9,15
2015-07-15,8482.65,8463.4,8463.4,8475.85,2015,7,15,9,15
2015-07-16,8559.65,8543.85,8545.8,8557.5,2015,7,16,9,15
2015-07-17,8623.7,8614.1,8623.65,8621.35,2015,7,17,9,15
2015-07-20,8623.9,8589.5,8623.9,8589.8,2015,7,20,9,15
2015-07-21,8630.55,8596.1,8601.5,8625.4,2015,7,21,9,15
2015-07-22,8516.0,8499.55,8512.25,8515.0,2015,7,22,9,15
2015-07-23,8644.1,8624.55,8643.95,8624.55,2015,7,23,9,15
2015-07-24,8588.15,8561.6,8588.15,8578.1,2015,7,24,9,15
2015-07-27,8492.1,8461.05,8492.1,8462.85,2015,7,27,9,15
2015-07-28,8391.6,8369.5,8371.1,8370.35,2015,7,28,9,15
2015-07-29,8374.2,8345.2,8365.6,8349.35,2015,7,29,9,15
2015-07-30,8421.2,8409.7,8413.2,8415.8,2015,7,30,9,15
2015-07-31,8474.3,8449.25,8456.1,8474.3,2015,7,31,9,15
2015-08-03,8549.25,8510.65,8510.65,8544.85,2015,8,3,9,15
2015-08-04,8564.35,8536.8,8564.1,8537.0,2015,8,4,9,15
2015-08-05,8572.85,8547.4,8547.4,8572.85,2015,8,5,9,15
2015-08-06,8589.4,8562.75,8585.8,8568.55,2015,8,6,9,15
2015-08-07,8588.65,8569.5,8580.8,8571.8,2015,8,7,9,15
2015-08-10,8579.0,8564.85,8577.0,8578.1,2015,8,10,9,15
2015-08-11,8555.75,8510.05,8549.85,8517.45,2015,8,11,9,15
2015-08-12,8446.7,8409.85,8446.7,8417.95,2015,8,12,9,15
2015-08-13,8423.0,8371.95,8385.3,8423.0,2015,8,13,9,15
2015-08-14,8408.15,8389.55,8402.35,8391.75,2015,8,14,9,15
2015-08-17,8530.5,8507.3,8530.5,8517.55,2015,8,17,9,15
2015-08-18,8512.1,8501.9,8503.75,8502.05,2015,8,18,9,15
2015-08-19,8468.05,8426.55,8468.05,8437.4,2015,8,19,9,15
2015-08-20,8478.8,8460.3,8477.15,8476.15,2015,8,20,9,15
2015-08-21,8298.7,8240.05,8298.7,8255.25,2015,8,21,9,15
2015-08-24,8058.95,7992.7,8055.95,8022.9,2015,8,24,9,15
2015-08-25,7924.25,7887.6,7896.55,7894.75,2015,8,25,9,15
2015-08-26,7865.25,7786.2,7865.25,7811.05,2015,8,26,9,15
2015-08-27,7922.05,7885.2,7919.15,7893.5,2015,8,27,9,15
2015-08-28,8059.35,8043.85,8053.7,8050.55,2015,8,28,9,15
2015-08-31,8006.7,7961.85,8006.7,7979.95,2015,8,31,9,15
2015-09-01,7910.9,7887.05,7907.95,7910.3,2015,9,1,9,15
2015-09-02,7857.8,7823.35,7857.8,7823.35,2015,9,2,9,15
2015-09-03,7780.45,7766.35,7774.45,7773.7,2015,9,3,9,15
2015-09-04,7803.4,7747.9,7803.4,7765.5,2015,9,4,9,15
2015-09-07,7691.35,7647.0,7690.65,7672.65,2015,9,7,9,15
2015-09-08,7594.75,7540.15,7587.7,7574.75,2015,9,8,9,15
2015-09-09,7821.15,7802.25,7806.1,7803.5,2015,9,9,9,15
2015-09-10,7721.35,7684.9,7721.35,7685.55,2015,9,10,9,15
2015-09-11,7864.75,7831.25,7832.5,7853.9,2015,9,11,9,15
2015-09-14,7811.1,7770.15,7811.1,7786.7,2015,9,14,9,15
2015-09-15,7867.85,7845.35,7867.85,7862.85,2015,9,15,9,15
2015-09-16,7886.2,7868.95,7886.2,7875.6,2015,9,16,9,15
2015-09-18,7982.35,7961.25,7963.2,7980.7,2015,9,18,9,15
2015-09-21,7931.35,7909.0,7910.95,7922.1,2015,9,21,9,15
2015-09-22,8018.0,8001.9,8014.8,8013.6,2015,9,22,9,15
2015-09-23,7747.45,7725.25,7737.35,7732.65,2015,9,23,9,15
2015-09-24,7839.7,7819.45,7835.5,7835.75,2015,9,24,9,15
2015-09-28,7892.8,7855.85,7892.8,7885.6,2015,9,28,9,15
2015-09-29,7725.7,7701.4,7725.7,7712.1,2015,9,29,9,15
2015-09-30,7924.25,7895.85,7924.25,7917.2,2015,9,30,9,15
2015-10-01,8008.0,7986.9,7986.9,8000.5,2015,10,1,9,15
2015-10-05,8040.85,8008.45,8009.55,8032.95,2015,10,5,9,15
2015-10-06,8180.45,8144.95,8180.45,8145.55,2015,10,6,9,15
2015-10-07,8149.9,8133.95,8146.2,8137.1,2015,10,7,9,15
2015-10-08,8196.75,8166.25,8196.75,8166.25,2015,10,8,9,15
2015-10-09,8211.75,8184.85,8187.65,8206.25,2015,10,9,9,15
2015-10-12,8243.95,8214.35,8231.5,8219.0,2015,10,12,9,15
2015-10-13,8141.2,8121.7,8121.7,8139.55,2015,10,13,9,15
2015-10-14,8120.75,8096.9,8102.4,8109.3,2015,10,14,9,15
2015-10-15,8159.7,8130.85,8134.35,8156.75,2015,10,15,9,15
2015-10-16,8195.95,8167.15,8193.65,8173.85,2015,10,16,9,15
2015-10-19,8263.45,8242.65,8262.55,8245.05,2015,10,19,9,15
2015-10-20,8281.3,8263.5,8281.3,8268.3,2015,10,20,9,15
2015-10-21,8279.55,8256.85,8258.35,8271.9,2015,10,21,9,15
2015-10-23,8324.3,8308.25,8308.25,8316.25,2015,10,23,9,15
2015-10-26,8335.35,8314.9,8333.65,8321.85,2015,10,26,9,15
2015-10-27,8236.35,8227.9,8232.35,8231.2,2015,10,27,9,15
2015-10-28,8207.4,8182.3,8188.9,8207.25,2015,10,28,9,15
2015-10-29,8177.75,8151.55,8177.0,8157.75,2015,10,29,9,15
2015-10-30,8123.55,8093.1,8123.55,8116.4,2015,10,30,9,15
2015-11-02,8059.45,8043.75,8055.65,8055.25,2015,11,2,9,15
2015-11-03,8088.2,8072.75,8085.95,8077.6,2015,11,3,9,15
2015-11-04,8114.4,8103.35,8104.9,8110.5,2015,11,4,9,15
2015-11-05,8029.4,8009.75,8029.4,8016.6,2015,11,5,9,15
2015-11-06,7991.95,7953.95,7956.55,7991.95,2015,11,6,9,15
2015-11-09,7806.4,7772.8,7788.25,7800.25,2015,11,9,9,15
2015-11-10,7884.35,7871.0,7877.6,7884.05,2015,11,10,9,15
2015-11-11,7846.3,7748.8,7783.35,7840.05,2015,11,11,17,30
2015-11-13,7762.95,7754.5,7762.45,7754.75,2015,11,13,9,15
2015-11-16,7743.6,7723.95,7732.95,7741.45,2015,11,16,9,15
2015-11-17,7848.75,7832.8,7848.75,7837.5,2015,11,17,9,15
2015-11-18,7830.0,7813.65,7817.0,7829.7,2015,11,18,9,15
2015-11-19,7790.1,7775.4,7788.8,7775.55,2015,11,19,9,15
2015-11-20,7841.9,7828.65,7841.9,7832.4,2015,11,20,9,15
2015-11-23,7871.15,7852.4,7871.15,7859.75,2015,11,23,9,15
2015-11-24,7839.55,7813.55,7837.0,7832.3,2015,11,24,9,15
2015-11-26,7860.3,7836.05,7837.15,7849.0,2015,11,26,9,15
2015-11-27,7910.6,7890.05,7910.6,7901.5,2015,11,27,9,15
2015-11-30,7944.7,7927.65,7940.0,7943.9,2015,11,30,9,15
2015-12-01,7969.35,7958.15,7958.15,7965.8,2015,12,1,9,15
2015-12-02,7976.65,7965.35,7976.65,7965.5,2015,12,2,9,15
2015-12-03,7911.1,7894.75,7901.15,7899.6,2015,12,3,9,15
2015-12-04,7817.7,7794.65,7817.6,7794.9,2015,12,4,9,15
2015-12-07,7825.35,7812.35,7818.2,7816.2,2015,12,7,9,15
2015-12-08,7752.75,7735.3,7738.5,7743.15,2015,12,8,9,15
2015-12-09,7698.75,7689.85,7695.5,7689.85,2015,12,9,9,15
2015-12-10,7651.3,7641.95,7643.3,7643.5,2015,12,10,9,15
2015-12-11,7702.8,7671.65,7699.45,7677.65,2015,12,11,9,15
2015-12-14,7582.3,7553.4,7558.2,7575.25,2015,12,14,9,15
2015-12-15,7662.85,7645.25,7659.4,7651.4,2015,12,15,9,15
2015-12-16,7735.0,7721.45,7725.25,7726.5,2015,12,16,9,15
2015-12-17,7799.8,7778.3,7784.3,7778.7,2015,12,17,9,15
2015-12-18,7828.9,7811.65,7828.9,7816.65,2015,12,18,9,15
2015-12-21,7758.5,7739.15,7745.65,7755.15,2015,12,21,9,15
2015-12-22,7829.65,7817.55,7829.4,7826.05,2015,12,22,9,15
2015-12-23,7840.9,7826.55,7830.45,7839.15,2015,12,23,9,15
2015-12-24,7888.75,7871.45,7888.75,7872.1,2015,12,24,9,15
2015-12-28,7887.9,7864.45,7865.1,7885.85,2015,12,28,9,15
2015-12-29,7938.35,7924.4,7928.95,7935.45,2015,12,29,9,15
2015-12-30,7941.3,7933.5,7940.35,7935.5,2015,12,30,9,15
2015-12-31,7909.4,7897.65,7897.65,7900.0,2015,12,31,9,15
2016-01-01,7939.25,7922.95,7938.45,7925.05,2016,1,1,9,15
2016-01-04,7924.55,7902.95,7924.55,7911.25,2016,1,4,9,15
2016-01-05,7831.1,7817.5,7828.4,7823.9,2016,1,5,9,15
2016-01-06,7788.05,7763.85,7788.05,7780.55,2016,1,6,9,15
2016-01-07,7673.35,7638.95,7673.35,7649.35,2016,1,7,9,15
2016-01-08,7633.25,7611.65,7611.65,7624.6,2016,1,8,9,15
2016-01-11,7527.45,7496.25,7527.45,7506.45,2016,1,11,9,15
2016-01-12,7587.2,7565.4,7587.2,7574.05,2016,1,12,9,15
2016-01-13,7567.55,7556.45,7562.8,7563.85,2016,1,13,9,15
2016-01-14,7479.15,7452.5,7470.95,7457.25,2016,1,14,9,15
2016-01-15,7565.85,7531.75,7561.65,7550.55,2016,1,15,9,15
2016-01-18,7463.35,7420.55,7425.3,7434.15,2016,1,18,9,15
2016-01-19,7392.95,7375.75,7381.8,7387.3,2016,1,19,9,15
2016-01-20,7419.95,7315.9,7350.1,7318.65,2016,1,20,9,15
2016-01-21,7387.25,7373.65,7376.65,7375.35,2016,1,21,9,15
2016-01-22,7355.7,7328.15,7355.7,7341.9,2016,1,22,9,15
2016-01-25,7471.8,7449.6,7468.75,7470.0,2016,1,25,9,15
2016-01-27,7475.85,7430.3,7474.4,7438.65,2016,1,27,9,15
2016-01-28,7441.3,7412.9,7426.5,7441.3,2016,1,28,9,15
2016-01-29,7475.6,7409.3,7413.35,7469.45,2016,1,29,9,15
2016-02-01,7590.55,7567.45,7589.5,7574.4,2016,2,1,9,15
2016-02-02,7566.95,7555.25,7566.65,7561.0,2016,2,2,9,15
2016-02-03,7392.45,7371.95,7392.45,7383.6,2016,2,3,9,15
2016-02-04,7431.6,7411.45,7411.45,7421.3,2016,2,4,9,15
2016-02-05,7421.1,7410.5,7418.25,7421.1,2016,2,5,9,15
2016-02-08,7491.5,7473.8,7489.7,7491.5,2016,2,8,9,15
2016-02-09,7299.85,7281.5,7299.85,7293.35,2016,2,9,9,15
2016-02-10,7270.45,7251.6,7260.45,7260.75,2016,2,10,9,15
2016-02-11,7208.0,7167.8,7208.0,7173.0,2016,2,11,9,15
2016-02-12,7025.4,6985.65,7023.65,7006.85,2016,2,12,9,15
2016-02-15,7083.5,7057.35,7057.35,7074.85,2016,2,15,9,15
2016-02-16,7198.55,7174.1,7198.55,7181.1,2016,2,16,9,15
2016-02-17,7058.15,7025.25,7058.15,7025.25,2016,2,17,9,15
2016-02-18,7200.15,7177.2,7177.4,7200.05,2016,2,18,9,15
2016-02-19,7170.55,7146.05,7170.55,7161.45,2016,2,19,9,15
2016-02-22,7219.95,7201.35,7213.6,7218.25,2016,2,22,9,15
2016-02-23,7240.3,7203.45,7240.3,7211.6,2016,2,23,9,15
2016-02-24,7075.65,7062.65,7075.0,7069.9,2016,2,24,9,15
2016-02-25,7032.9,7011.6,7029.85,7022.8,2016,2,25,9,15
2016-02-26,7052.3,7034.1,7039.3,7034.1,2016,2,26,9,15
2016-02-29,7052.1,7006.35,7050.45,7020.0,2016,2,29,9,15
2016-03-01,7076.05,7038.25,7038.25,7069.0,2016,3,1,9,15
2016-03-02,7350.5,7318.75,7321.7,7323.75,2016,3,2,9,15
2016-03-03,7427.7,7415.4,7422.2,7422.85,2016,3,3,9,15
2016-03-04,7502.55,7466.7,7502.35,7475.65,2016,3,4,9,15
2016-03-08,7505.25,7485.15,7486.4,7485.85,2016,3,8,9,15
2016-03-09,7442.0,7430.1,7436.1,7438.85,2016,3,9,9,15
2016-03-10,7547.05,7519.2,7547.05,7526.8,2016,3,10,9,15
2016-03-11,7504.45,7483.6,7488.15,7495.35,2016,3,11,9,15
2016-03-14,7569.8,7542.6,7542.6,7561.25,2016,3,14,9,15
2016-03-15,7538.75,7513.85,7535.85,7514.8,2016,3,15,9,15
2016-03-16,7463.25,7447.15,7459.75,7461.9,2016,3,16,9,15
2016-03-17,7574.8,7557.25,7557.4,7570.6,2016,3,17,9,15
2016-03-18,7542.4,7525.1,7534.65,7525.1,2016,3,18,9,15
2016-03-21,7638.2,7619.2,7619.2,7629.65,2016,3,21,9,15
2016-03-22,7710.75,7682.95,7699.95,7690.95,2016,3,22,9,15
2016-03-23,7712.4,7692.9,7712.4,7694.6,2016,3,23,9,15
2016-03-28,7742.7,7708.9,7741.0,7715.9,2016,3,28,9,15
2016-03-29,7627.8,7604.2,7606.55,7615.4,2016,3,29,9,15
2016-03-30,7665.15,7651.1,7651.1,7660.1,2016,3,30,9,15
2016-03-31,7742.95,7726.85,7727.65,7741.8,2016,3,31,9,15
2016-04-01,7724.35,7707.25,7718.05,7719.3,2016,4,1,9,15
2016-04-04,7755.95,7729.95,7729.95,7748.95,2016,4,4,9,15
2016-04-05,7736.3,7715.8,7736.3,7725.9,2016,4,5,9,15
2016-04-06,7638.05,7615.1,7638.05,7626.05,2016,4,6,9,15
2016-04-07,7630.4,7590.8,7630.4,7592.4,2016,4,7,9,15
2016-04-08,7547.9,7531.3,7542.05,7547.9,2016,4,8,9,15
2016-04-11,7579.8,7562.95,7576.3,7563.1,2016,4,11,9,15
2016-04-12,7688.7,7664.15,7670.5,7681.35,2016,4,12,9,15
2016-04-13,7801.7,7773.0,7776.3,7801.4,2016,4,13,9,15
2016-04-18,7912.3,7858.8,7908.1,7859.25,2016,4,18,9,15
2016-04-20,7946.0,7907.75,7946.0,7907.75,2016,4,20,9,15
2016-04-21,7975.4,7956.35,7956.35,7971.8,2016,4,21,9,15
2016-04-22,7898.9,7880.25,7891.8,7880.25,2016,4,22,9,15
2016-04-25,7910.4,7894.8,7894.8,7895.9,2016,4,25,9,15
2016-04-26,7838.8,7824.3,7828.2,7833.75,2016,4,26,9,15
2016-04-27,7964.65,7941.2,7942.0,7963.25,2016,4,27,9,15
2016-04-28,7978.35,7960.2,7967.4,7973.3,2016,4,28,9,15
2016-04-29,7845.1,7832.35,7842.4,7838.2,2016,4,29,9,15
2016-05-02,7822.7,7795.1,7822.7,7800.65,2016,5,2,9,15
2016-05-03,7830.4,7821.35,7824.8,7829.15,2016,5,3,9,15
2016-05-04,7736.0,7717.15,7723.9,7729.85,2016,5,4,9,15
2016-05-05,7741.05,7726.05,7731.0,7728.4,2016,5,5,9,15
2016-05-06,7717.65,7695.6,7717.65,7700.45,2016,5,6,9,15
2016-05-09,7784.75,7755.25,7755.25,7784.4,2016,5,9,9,15
2016-05-10,7873.5,7855.1,7871.0,7858.1,2016,5,10,9,15
2016-05-11,7825.2,7781.1,7804.65,7822.3,2016,5,11,9,15
2016-05-12,7886.65,7871.45,7871.45,7881.3,2016,5,12,9,15
2016-05-13,7879.45,7862.9,7879.45,7877.45,2016,5,13,9,15
2016-05-16,7844.85,7800.8,7831.2,7802.55,2016,5,16,9,15
2016-05-17,7910.75,7895.25,7896.85,7908.4,2016,5,17,9,15
2016-05-18,7846.75,7826.8,7846.75,7832.05,2016,5,18,9,15
2016-05-19,7875.5,7840.3,7875.5,7841.5,2016,5,19,9,15
2016-05-20,7809.45,7781.1,7792.2,7806.35,2016,5,20,9,15
2016-05-23,7816.3,7786.5,7813.95,7790.25,2016,5,23,9,15
2016-05-24,7737.4,7722.5,7737.4,7722.85,2016,5,24,9,15
2016-05-25,7843.0,7811.8,7811.8,7842.7,2016,5,25,9,15
2016-05-26,7986.15,7957.35,7974.45,7957.45,2016,5,26,9,15
2016-05-27,8112.25,8080.2,8081.95,8097.9,2016,5,27,9,15
2016-05-30,8194.2,8165.95,8166.5,8179.2,2016,5,30,9,15
2016-05-31,8210.35,8194.7,8209.85,8197.1,2016,5,31,9,15
2016-06-01,8187.65,8177.2,8179.2,8186.95,2016,6,1,9,15
2016-06-02,8180.3,8157.35,8157.35,8171.2,2016,6,2,9,15
2016-06-03,8255.55,8245.6,8246.2,8251.25,2016,6,3,9,15
2016-06-06,8229.45,8218.3,8228.75,8226.6,2016,6,6,9,15
2016-06-07,8236.35,8224.0,8233.7,8227.85,2016,6,7,9,15
2016-06-08,8288.0,8264.1,8285.5,8277.15,2016,6,8,9,15
2016-06-09,8269.95,8249.6,8269.7,8250.8,2016,6,9,9,15
2016-06-10,8196.75,8180.25,8180.25,8193.0,2016,6,10,9,15
2016-06-13,8104.15,8094.65,8102.25,8103.15,2016,6,13,9,15
2016-06-14,8134.4,8114.25,8134.4,8121.3,2016,6,14,9,15
2016-06-15,8147.45,8131.65,8136.5,8133.4,2016,6,15,9,15
2016-06-16,8180.65,8152.65,8180.65,8159.5,2016,6,16,9,15
2016-06-17,8192.0,8176.65,8176.65,8183.65,2016,6,17,9,15
2016-06-20,8140.25,8108.35,8115.75,8135.4,2016,6,20,9,15
2016-06-21,8257.15,8224.7,8256.6,8227.45,2016,6,21,9,15
2016-06-22,8225.65,8208.4,8215.25,8223.8,2016,6,22,9,15
2016-06-23,8212.1,8196.95,8202.25,8205.95,2016,6,23,9,15
2016-06-24,8024.1,7977.0,8017.6,8020.2,2016,6,24,9,15
2016-06-27,8078.6,8039.35,8039.35,8077.2,2016,6,27,9,15
2016-06-28,8115.6,8091.65,8094.85,8108.65,2016,6,28,9,15
2016-06-29,8175.8,8164.55,8172.65,8166.4,2016,6,29,9,15
2016-06-30,8268.4,8255.25,8262.3,8262.4,2016,6,30,9,15
2016-07-01,8344.05,8311.6,8314.45,8326.35,2016,7,1,9,15
2016-07-04,8385.55,8375.35,8377.35,8385.2,2016,7,4,9,15
2016-07-05,8380.2,8352.45,8378.95,8355.45,2016,7,5,9,15
