Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Highest MTM(Candle Close),Lowest MTM(Candle Close),Remarks
69.1,2024-09-11,Wednesday,12:01:00,96.9,10,CE,82700.0,Buy,2024-09-11,Wednesday,15:15:00,35.75,-611.5,-63.10629514963881,2024-09-13,,,Exit Condition Met For Trade
70,2024-09-12,,09:16:00,81849.53,,,,,2024-09-12,,15:15:00,83072.13,-750.0,,,0,-750.05,Exit Condition Met For Trade
70.2,2024-09-12,Thursday,11:26:00,103.05,10,PE,81000.0,Buy,2024-09-12,Thursday,14:02:00,28.05,-750.0,-72.7802037845706,2024-09-13,,,Stop Loss Hit
71,2024-09-18,,09:16:00,82987.97,,,,,2024-09-18,,15:15:00,82983.57,-312.0,,,74.95000000000005,-532.55,Exit Condition Met For Trade
71.1,2024-09-18,Wednesday,10:43:00,95.15,10,CE,84300.0,Buy,2024-09-18,Wednesday,15:15:00,87.35,-78.00000000000011,-8.197582764056763,2024-09-20,,,Exit Condition Met For Trade
71.2,2024-09-18,Wednesday,13:37:00,108.35,10,PE,81500.0,Buy,2024-09-18,Wednesday,15:15:00,84.95,-233.99999999999991,-21.596677434240878,2024-09-20,,,Exit Condition Met For Trade
72,2024-09-20,,09:16:00,83556.42,,,,,2024-09-20,,09:57:00,83717.44,-583.0,,,0,-719.0500000000002,Square Off All Legs due to Stop Loss
72.1,2024-09-20,Friday,09:56:00,123.75,10,CE,84100.0,Buy,2024-09-20,Friday,09:57:00,140.45,166.9999999999999,13.494949494949486,2024-09-20,,,Square Off All Legs due to Stop Loss
72.2,2024-09-20,Friday,09:21:00,115.85,10,PE,82900.0,Buy,2024-09-20,Friday,09:57:00,40.85,-750.0,-64.73888649115236,2024-09-20,,,Stop Loss Hit
73,2024-09-26,,09:16:00,85181.58,,,,,2024-09-26,,15:15:00,85774.54,-45.0,,,577.95,-71.54999999999995,Exit Condition Met For Trade
73.1,2024-09-26,Thursday,14:38:00,108.55,10,CE,86300.0,Buy,2024-09-26,Thursday,15:15:00,104.05,-45.0,-4.145555043758637,2024-09-27,,,Exit Condition Met For Trade
74,2024-09-30,,09:16:00,85248.62,,,,,2024-09-30,,15:15:00,84321.89,20.0,,,279.95000000000005,-123.54999999999995,Exit Condition Met For Trade
74.2,2024-09-30,Monday,11:32:00,88.0,10,PE,83000.0,Buy,2024-09-30,Monday,15:15:00,90.0,20.0,2.272727272727273,2024-10-04,,,Exit Condition Met For Trade
75,2024-10-03,,09:16:00,83424.2,,,,,2024-10-03,,15:15:00,82522.64,-597.5,,,228.45000000000005,-597.5,Exit Condition Met For Trade
