,year,month,day,hour,minute,day_of_week,PNL
0,2023,3,2,9,21,Thursday,1500.0
2,2023,3,3,9,21,Friday,1500.0
4,2023,3,6,9,20,Monday,1500.0
6,2023,3,8,9,20,Wednesday,-521.25
7,2023,3,8,9,30,Wednesday,-693.75
8,2023,3,8,9,32,Wednesday,2715.0
10,2023,3,9,9,20,Thursday,1500.0
12,2023,3,10,9,30,Friday,1500.0
14,2023,3,13,9,21,Monday,-581.25
15,2023,3,13,9,38,Monday,2081.25
17,2023,3,14,9,21,Tuesday,1500.0
19,2023,3,15,9,21,Wednesday,1500.0
21,2023,3,16,9,20,Thursday,1500.0
23,2023,3,17,9,25,Friday,-896.25
24,2023,3,17,9,31,Friday,2396.25
26,2023,3,20,9,20,Monday,1500.0
28,2023,3,21,9,20,Tuesday,-1342.5
29,2023,3,21,9,27,Tuesday,-881.25
30,2023,3,21,9,35,Tuesday,-727.5
31,2023,3,21,10,12,Tuesday,-450.0
32,2023,3,21,10,24,Tuesday,-701.25
33,2023,3,21,10,30,Tuesday,352.5
34,2023,3,22,9,21,Wednesday,1500.0
36,2023,3,23,9,20,Thursday,-498.75
37,2023,3,23,9,25,Thursday,-521.25
38,2023,3,23,9,36,Thursday,-768.75
39,2023,3,23,9,45,Thursday,3288.75
41,2023,3,24,9,20,Friday,1500.0
43,2023,3,31,9,23,Friday,-705.0
44,2023,3,31,11,40,Friday,2205.0
47,2023,4,3,9,27,Monday,-1192.5
48,2023,4,3,9,55,Monday,-821.25
49,2023,4,3,10,1,Monday,-652.5
50,2023,4,5,9,23,Wednesday,1500.0
52,2023,4,6,9,21,Thursday,-536.25
53,2023,4,6,9,54,Thursday,-525.0
54,2023,4,6,10,2,Thursday,-3285.0
55,2023,4,6,10,3,Thursday,5846.25
57,2023,4,10,9,21,Monday,-723.75
58,2023,4,10,9,30,Monday,-1327.5
59,2023,4,10,9,53,Monday,-581.25
60,2023,4,10,9,59,Monday,-461.25
61,2023,4,10,11,57,Monday,-660.0
62,2023,4,10,14,18,Monday,3.75
63,2023,4,11,9,21,Tuesday,1500.0
65,2023,4,12,9,23,Wednesday,1500.0
67,2023,4,13,9,22,Thursday,1500.0
69,2023,4,17,9,25,Monday,1500.0
71,2023,4,18,9,20,Tuesday,-720.0
72,2023,4,18,9,35,Tuesday,-525.0
73,2023,4,18,9,39,Tuesday,2745.0
75,2023,4,19,9,20,Wednesday,-1788.75
76,2023,4,19,9,31,Wednesday,-581.25
77,2023,4,19,9,32,Wednesday,-633.75
78,2023,4,19,10,31,Wednesday,-746.25
79,2023,4,19,11,8,Wednesday,-776.25
80,2023,4,19,11,35,Wednesday,776.25
82,2023,4,20,9,20,Thursday,1500.0
84,2023,4,21,9,29,Friday,-453.75
85,2023,4,21,9,36,Friday,-637.5
86,2023,4,21,9,43,Friday,-476.25
87,2023,4,21,9,53,Friday,3067.5
89,2023,4,24,9,21,Monday,-495.0
90,2023,4,24,9,29,Monday,1995.0
92,2023,4,25,9,35,Tuesday,1500.0
94,2023,4,26,9,27,Wednesday,-468.75
95,2023,4,26,10,8,Wednesday,1968.75
97,2023,4,27,9,21,Thursday,1500.0
99,2023,4,28,9,22,Friday,1500.0
101,2023,5,2,9,21,Tuesday,-558.75
102,2023,5,2,9,25,Tuesday,-870.0
104,2023,5,2,11,18,Tuesday,75.0
105,2023,5,3,9,20,Wednesday,-472.5
106,2023,5,3,9,31,Wednesday,-630.0
107,2023,5,3,9,48,Wednesday,-502.5
108,2023,5,3,11,35,Wednesday,-468.75
109,2023,5,3,12,49,Wednesday,-540.0
110,2023,5,3,13,53,Wednesday,-648.75
111,2023,5,4,9,23,Thursday,1500.0
113,2023,5,5,9,28,Friday,1500.0
115,2023,5,8,9,24,Monday,1500.0
117,2023,5,9,9,25,Tuesday,-941.25
118,2023,5,9,9,42,Tuesday,-450.0
119,2023,5,9,12,55,Tuesday,-543.75
120,2023,5,10,9,25,Wednesday,1500.0
122,2023,5,11,9,23,Thursday,-588.75
123,2023,5,11,9,34,Thursday,2088.75
125,2023,5,12,9,21,Friday,1500.0
127,2023,5,15,9,20,Monday,-1038.75
128,2023,5,15,9,22,Monday,-461.25
129,2023,5,15,9,30,Monday,-738.75
130,2023,5,15,9,39,Monday,3738.75
132,2023,5,16,9,24,Tuesday,-866.25
133,2023,5,16,9,30,Tuesday,-1087.5
134,2023,5,16,9,43,Tuesday,-712.5
135,2023,5,16,10,21,Tuesday,4166.25
137,2023,5,17,9,20,Wednesday,-810.0
138,2023,5,17,9,28,Wednesday,-468.75
139,2023,5,17,10,18,Wednesday,2778.75
141,2023,5,18,9,23,Thursday,-693.75
142,2023,5,18,9,35,Thursday,2193.75
144,2023,5,19,9,20,Friday,-585.0
145,2023,5,19,9,26,Friday,-502.5
146,2023,5,19,9,30,Friday,2587.5
148,2023,5,22,9,20,Monday,1500.0
150,2023,5,23,9,22,Tuesday,-588.75
151,2023,5,23,9,26,Tuesday,-686.25
152,2023,5,23,14,52,Tuesday,-675.0
153,2023,5,24,9,20,Wednesday,-517.5
154,2023,5,24,9,30,Wednesday,2017.5
156,2023,5,25,9,22,Thursday,-975.0
157,2023,5,25,9,25,Thursday,2475.0
159,2023,5,26,9,21,Friday,-491.25
160,2023,5,26,9,29,Friday,-566.25
161,2023,5,26,9,38,Friday,2557.5
163,2023,5,29,9,23,Monday,-982.5
164,2023,5,29,9,28,Monday,-592.5
165,2023,5,29,9,33,Monday,-517.5
166,2023,5,29,11,15,Monday,-472.5
167,2023,5,29,11,31,Monday,-457.5
169,2023,5,29,12,33,Monday,-472.5
170,2023,5,30,9,22,Tuesday,1500.0
172,2023,5,31,9,21,Wednesday,-536.25
173,2023,5,31,9,26,Wednesday,-671.25
174,2023,5,31,9,30,Wednesday,-761.25
175,2023,5,31,9,51,Wednesday,-521.25
176,2023,5,31,10,12,Wednesday,-502.5
177,2023,5,31,10,21,Wednesday,4492.5
179,2023,6,1,9,22,Thursday,1500.0
181,2023,6,2,9,40,Friday,1500.0
183,2023,6,5,9,22,Monday,-615.0
184,2023,6,5,9,33,Monday,-761.25
185,2023,6,5,9,41,Monday,-870.0
186,2023,6,5,10,19,Monday,-551.25
187,2023,6,5,10,45,Monday,-457.5
189,2023,6,5,15,2,Monday,-495.0
190,2023,6,6,9,25,Tuesday,-660.0
191,2023,6,6,9,38,Tuesday,-701.25
192,2023,6,6,9,54,Tuesday,2861.25
194,2023,6,7,10,18,Wednesday,-630.0
195,2023,6,7,11,18,Wednesday,-540.0
196,2023,6,7,11,58,Wednesday,2670.0
198,2023,6,8,9,29,Thursday,-521.25
199,2023,6,8,9,46,Thursday,-600.0
